_MEMBER_SCZ_imp_1 - 94.0-96.0,_MEMBER_SCZ_imp_1 - 96.0-98.0,_MEMBER_SCZ_imp_1 - 98.0-100.0,_LogP_SCZ_imp_1 - 94.0-96.0,_LogP_SCZ_imp_1 - 96.0-98.0,_LogP_SCZ_imp_1 - 98.0-100.0,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,1,-2.8,-2.8,-5.3,hsa04662,B cell receptor signaling pathway,M111,3,0
1,1,1,-2.4,-2.4,-2.4,WP2018,RANKL RANK signaling pathway,M111,3,0
1,1,1,-2.3,-2.3,-2.6,GO:0001819,positive regulation of cytokine production,M111,3,0
1,1,1,-2.8,-2.1,-4.6,M183,PID IL6 7 PATHWAY,M111,3,0
1,1,1,-2.5,-2.5,-5.7,WP2849,Hematopoietic stem cell differentiation,M111,3,0
1,1,1,-4.2,-5.1,-2.5,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,M111,3,0
1,1,1,-2.6,-5.4,-4.9,GO:0030098,lymphocyte differentiation,M111,3,0
1,1,1,-4.2,-2.1,-2.5,GO:0043010,camera-type eye development,M111,3,0
1,1,1,-4.8,-3,-10,GO:0008283,cell population proliferation,M111,3,0
1,1,1,-2.6,-2.6,-8.2,GO:0051216,cartilage development,M111,3,0
1,1,1,-4.4,-3.2,-4,GO:0070848,response to growth factor,M111,3,0
1,1,1,-3.2,-2.6,-5.3,GO:2000630,positive regulation of miRNA metabolic process,M111,3,0
1,1,1,-2.7,-4.2,-2.7,WP75,Toll like receptor signaling pathway,M111,3,0
1,1,1,-2.3,-5.7,-3.9,hsa04660,T cell receptor signaling pathway,M111,3,0
1,1,1,-3.8,-3.1,-3.8,WP3527,Pre implantation embryo,M111,3,0
1,1,1,-3.2,-2.7,-2.7,GO:0021537,telencephalon development,M111,3,0
1,1,1,-3.8,-2.3,-3,GO:0048880,sensory system development,M111,3,0
1,1,1,-3.9,-2.3,-3,GO:0150063,visual system development,M111,3,0
1,1,1,-3.3,-9.3,-7.2,GO:0045321,leukocyte activation,M111,3,0
1,1,1,-2.4,-2.4,-4,GO:0048701,embryonic cranial skeleton morphogenesis,M111,3,0
1,1,1,-2.4,-2.7,-2,GO:0031344,regulation of cell projection organization,M111,3,0
1,1,1,-2.7,-5.1,-2.7,M235,PID TCR CALCIUM PATHWAY,M111,3,0
1,1,1,-2.7,-3.5,-3.5,GO:1901699,cellular response to nitrogen compound,M111,3,0
1,1,1,-2.1,-2.1,-2.1,WP2840,Hair follicle development cytodifferentiation part 3 of 3,M111,3,0
1,1,1,-2.4,-3.2,-4.9,M7,PID FCER1 PATHWAY,M111,3,0
1,1,1,-3.9,-10,-8.8,GO:0001775,cell activation,M111,3,0
1,1,1,-2.1,-2.1,-4.1,GO:0048704,embryonic skeletal system morphogenesis,M111,3,0
1,1,1,-5,-2.9,-3.3,GO:0071363,cellular response to growth factor stimulus,M111,3,0
1,1,1,-2.6,-3.2,-2,WP4540,Hippo signaling regulation pathways,M111,3,0
1,1,1,-2.9,-2.3,-5.8,GO:1902895,positive regulation of miRNA transcription,M111,3,0
1,1,1,-2.1,-5.6,-6.6,GO:0051249,regulation of lymphocyte activation,M111,3,0
1,1,1,-4,-2.3,-4,GO:0140467,integrated stress response signaling,M111,3,0
1,1,1,-2,-5.1,-3.1,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M111,3,0
1,1,1,-3.4,-2.4,-4,GO:0048839,inner ear development,M111,3,0
1,1,1,-2.4,-2.4,-2.4,GO:0021543,pallium development,M111,3,0
1,1,1,-3.7,-3.7,-7.1,GO:0048562,embryonic organ morphogenesis,M111,3,0
1,1,1,-2.6,-3.8,-3.8,WP366,TGF beta signaling pathway,M111,3,0
1,1,1,-6.1,-2.6,-5.2,GO:0007423,sensory organ development,M111,3,0
1,1,1,-6.7,-5.8,-12,GO:0030097,hemopoiesis,M111,3,0
1,1,1,-2.9,-2.5,-3.4,GO:0021700,developmental maturation,M111,3,0
1,1,1,-3.6,-3.9,-4.7,GO:0071345,cellular response to cytokine stimulus,M111,3,0
1,1,1,-2.6,-2.2,-3,GO:0030900,forebrain development,M111,3,0
1,1,1,-5.1,-2.1,-6.3,hsa05202,Transcriptional misregulation in cancer,M111,3,0
1,1,1,-2.6,-2.6,-2.6,WP4666,Hepatitis B infection,M111,3,0
1,1,1,-2.9,-4.5,-3.7,WP5098,T cell activation SARS CoV 2,M111,3,0
1,1,1,-3.3,-5.1,-3.3,M60,PID NFAT TFPATHWAY,M111,3,0
1,1,1,-4.1,-7.6,-6,GO:0046649,lymphocyte activation,M111,3,0
1,1,1,-2.1,-2.1,-3.6,GO:0071695,anatomical structure maturation,M111,3,0
1,1,1,-3.7,-2.2,-5.4,WP5373,Osteoarthritic chondrocyte hypertrophy,M111,3,0
1,1,1,-2.4,-3,-5,WP3945,TYROBP causal network in microglia,M111,3,0
1,1,1,-2.6,-5.4,-6,GO:0042110,T cell activation,M111,3,0
1,1,1,-3.1,-3.7,-5.8,hsa04380,Osteoclast differentiation,M111,3,0
1,1,1,-2.3,-2.3,-2.3,GO:0042129,regulation of T cell proliferation,M111,3,0
1,1,1,-2.7,-2,-2,WP4341,Non genomic actions of 1 25 dihydroxyvitamin D3,M111,3,0
1,1,1,-4,-2.1,-2.4,GO:0001654,eye development,M111,3,0
1,1,1,-2.8,-4.4,-3.5,WP69,T cell receptor signaling pathway,M111,3,0
1,1,1,-3,-2.3,-3.7,GO:1904888,cranial skeletal system development,M111,3,0
1,1,1,-2.1,-2.1,-2.8,GO:0003143,embryonic heart tube morphogenesis,M111,3,0
1,1,1,-2.2,-2.8,-7,GO:0048598,embryonic morphogenesis,M111,3,0
1,1,1,-3.6,-6.7,-6.7,GO:1903131,mononuclear cell differentiation,M111,3,0
1,1,1,-4.8,-4.2,-9.9,GO:0030099,myeloid cell differentiation,M111,3,0
1,1,1,-3.4,-3,-10,GO:0048568,embryonic organ development,M111,3,0
1,1,1,-2.9,-2.3,-2.3,WP4659,Gastrin signaling pathway,M111,3,0
1,1,1,-2.1,-3.1,-3.7,GO:0032946,positive regulation of mononuclear cell proliferation,M111,3,0
1,1,1,-2,-2,-3.3,WP5130,Th17 cell differentiation pathway,M111,3,0
1,1,1,-2.9,-4.9,-6.9,GO:0010720,positive regulation of cell development,M111,3,0
1,1,1,-2.9,-3.4,-7.5,GO:1902105,regulation of leukocyte differentiation,M111,3,0
1,1,1,-2.9,-2.9,-8.9,GO:1903706,regulation of hemopoiesis,M111,3,0
1,1,1,-2.3,-2.3,-2.8,hsa05161,Hepatitis B,M111,3,0
1,1,1,-3.5,-7.4,-8.5,GO:0002521,leukocyte differentiation,M111,3,0
1,1,1,-3.1,-3.1,-3.1,GO:0071417,cellular response to organonitrogen compound,M111,3,0
1,1,1,-2.1,-2.8,-2.1,M285,PID HNF3A PATHWAY,M111,3,0
1,1,1,-2.8,-2.3,-6.1,GO:0140747,regulation of ncRNA transcription,M111,3,0
1,1,1,-2.5,-2.9,-2.9,GO:0071396,cellular response to lipid,M111,3,0
1,1,1,-2.5,-2.5,-2.5,GO:1901653,cellular response to peptide,M111,3,0
1,1,1,-5.4,-2.2,-12,GO:0001501,skeletal system development,M111,3,0
1,1,1,-2.7,-2.1,-2.1,GO:0098727,maintenance of cell number,M111,3,0
1,1,1,-2.6,-4.9,-5.5,hsa05167,Kaposi sarcoma-associated herpesvirus infection,M111,3,0
1,1,1,-2.4,-2.8,-2.1,GO:0120035,regulation of plasma membrane bounded cell projection organization,M111,3,0
1,1,1,-3.3,-2.2,-5.9,GO:2000628,regulation of miRNA metabolic process,M111,3,0
1,1,1,-2.6,-3.2,-2,hsa04928,"Parathyroid hormone synthesis, secretion and action",M111,3,0
1,1,1,-2.1,-4.3,-4.3,GO:0022407,regulation of cell-cell adhesion,M111,3,0
1,0,1,-2.1,0,-5.2,WP5102,Familial partial lipodystrophy,M101,2,0
0,1,1,0,-2.4,-2.4,GO:0050766,positive regulation of phagocytosis,M011,2,0
0,1,1,0,-2.5,-2.5,WP2023,Cell differentiation expanded index,M011,2,0
0,1,1,0,-3.1,-6.1,WP286,IL 3 signaling pathway,M011,2,0
0,1,1,0,-4.3,-5,GO:0002573,myeloid leukocyte differentiation,M011,2,0
1,0,1,-2.6,0,-2.2,GO:0010632,regulation of epithelial cell migration,M101,2,0
0,1,1,0,-2.4,-5.2,M186,PID PDGFRB PATHWAY,M011,2,0
0,1,1,0,-4.4,-7.3,GO:0002683,negative regulation of immune system process,M011,2,0
0,1,1,0,-4.4,-6.6,GO:0051251,positive regulation of lymphocyte activation,M011,2,0
0,1,1,0,-2.7,-3.6,GO:0002768,immune response-regulating cell surface receptor signaling pathway,M011,2,0
1,0,1,-2.8,0,-6.4,GO:0035239,tube morphogenesis,M101,2,0
