_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-8.8,C4225202,M1,1,0,DisGeNET,35,LAMB-SHAFFER SYNDROME,,-8.8,1e+03,55,30304,5,18,3,17,8.8,6660|30812|55553,SOX5|SOX8|SOX6,-4.2,0
1,-4.6,C1837218,M1,1,0,DisGeNET,35,"Cleft palate, isolated",,-4.6,23,9.2,30304,295,18,4,22,9.8,1750|6909|6926|9935,DLX6|TBX2|TBX3|MAFB,-1.1,0
1,-4.4,C1306710,M1,1,0,DisGeNET,35,Facial asymmetry,,-4.4,46,12,30304,109,18,3,17,8.8,6660|6938|9935,SOX5|TCF12|MAFB,-0.97,0
1,-4.1,C0158731,M1,1,0,DisGeNET,35,Congenital pectus carinatum,,-4.1,37,10,30304,138,18,3,17,8.8,6660|6909|6926,SOX5|TBX2|TBX3,-0.83,0
1,-4,C0011303,M1,1,0,DisGeNET,35,Demyelinating Diseases,,-4,32,9.6,30304,156,18,3,17,8.8,3394|5467|22926,IRF8|PPARD|ATF6,-0.72,0
1,-3.8,C0221356,M1,1,0,DisGeNET,35,Brachycephaly,,-3.8,27,8.7,30304,186,18,3,17,8.8,4094|6909|6938,MAF|TBX2|TCF12,-0.52,0
1,-3.7,C2981150,M1,1,0,DisGeNET,35,Uranostaphyloschisis,,-3.7,27,8.6,30304,190,18,3,17,8.8,1750|6926|9935,DLX6|TBX3|MAFB,-0.52,0
1,-3.5,C1837461,M1,1,0,DisGeNET,35,"SCOLIOSIS, ISOLATED, SUSCEPTIBILITY TO, 3",,-3.5,12,6.3,30304,578,18,4,22,9.8,9745|22926|55553|121601,ZNF536|ATF6|SOX6|ANO4,-0.36,0
1,-3.4,C0008925,M1,1,0,DisGeNET,35,Cleft Palate,,-3.4,11,6.1,30304,611,18,4,22,9.8,1750|6909|6926|9935,DLX6|TBX2|TBX3|MAFB,-0.36,0
1,-3.3,C0410702,M1,1,0,DisGeNET,35,Adolescent idiopathic scoliosis,,-3.3,10,5.8,30304,656,18,4,22,9.8,9745|22926|55553|121601,ZNF536|ATF6|SOX6|ANO4,-0.36,0
1,-3.1,C0221357,M1,1,0,DisGeNET,35,Brachydactyly,,-3.1,16,6.4,30304,325,18,3,17,8.8,4094|6938|9935,MAF|TCF12|MAFB,-0.21,0
1,-2.8,C0018798,M1,1,0,DisGeNET,35,Congenital Heart Defects,,-2.8,12,5.7,30304,406,18,3,17,8.8,3394|6909|6926,IRF8|TBX2|TBX3,0,0
1,-2.7,C1836542,M1,1,0,DisGeNET,35,Depressed nasal bridge,,-2.7,12,5.5,30304,426,18,3,17,8.8,4094|6660|6909,MAF|SOX5|TBX2,0,0
1,-2.7,C1849367,M1,1,0,DisGeNET,35,Nasal bridge wide,,-2.7,12,5.5,30304,429,18,3,17,8.8,4094|6660|9935,MAF|SOX5|MAFB,0,0
1,-2.6,C0202117,M1,1,0,DisGeNET,35,Low density lipoprotein cholesterol measurement,,-2.6,10,5.1,30304,483,18,3,17,8.8,5467|6938|55553,PPARD|TCF12|SOX6,0,0
1,-2.5,C0239234,M1,1,0,DisGeNET,35,Low set ears,,-2.5,10,5.1,30304,489,18,3,17,8.8,4094|6660|6909,MAF|SOX5|TBX2,0,0
1,-2.3,C0020534,M1,1,0,DisGeNET,35,Orbital separation excessive,,-2.3,8.6,4.5,30304,590,18,3,17,8.8,4094|6909|6938,MAF|TBX2|TCF12,0,0
1,-2.1,C0038379,M1,1,0,DisGeNET,35,Strabismus,,-2.1,7.1,4,30304,716,18,3,17,8.8,6660|6938|9935,SOX5|TCF12|MAFB,0,0
1,-2,C0027796,M1,1,0,DisGeNET,35,Neuralgia,,-2,6.6,3.8,30304,766,18,3,17,8.8,3394|6938|9935,IRF8|TCF12|MAFB,0,0
