_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-7.9,C4225202,M1,1,0,DisGeNET,35,LAMB-SHAFFER SYNDROME,,-7.9,5.3e+02,40,30304,5,34,3,8.8,4.9,6660|30812|55553,SOX5|SOX8|SOX6,-3.4,0
1,-6.3,C0410702,M1,1,0,DisGeNET,35,Adolescent idiopathic scoliosis,,-6.3,11,8.6,30304,656,34,8,24,7.3,860|9586|9745|22926|23007|55553|65217|121601,RUNX2|CREB5|ZNF536|ATF6|PLCH1|SOX6|PCDH15|ANO4,-2.3,0
1,-5.7,C0221356,M1,1,0,DisGeNET,35,Brachycephaly,,-5.7,24,11,30304,186,34,5,15,6.1,860|4094|6909|6938|26040,RUNX2|MAF|TBX2|TCF12|SETBP1,-2,0
1,-5.5,C1837461,M1,1,0,DisGeNET,35,"SCOLIOSIS, ISOLATED, SUSCEPTIBILITY TO, 3",,-5.5,11,8,30304,578,34,7,21,6.9,9586|9745|22926|23007|55553|65217|121601,CREB5|ZNF536|ATF6|PLCH1|SOX6|PCDH15|ANO4,-1.9,0
1,-4.9,C1398312,M1,1,0,DisGeNET,35,Narrow palate,,-4.9,67,14,30304,40,34,3,8.8,4.9,6660|6909|26040,SOX5|TBX2|SETBP1,-1.5,0
1,-4.7,C1837218,M1,1,0,DisGeNET,35,"Cleft palate, isolated",,-4.7,15,8.2,30304,295,34,5,15,6.1,860|1750|6909|6926|9935,RUNX2|DLX6|TBX2|TBX3|MAFB,-1.4,0
1,-4.5,C0221357,M1,1,0,DisGeNET,35,Brachydactyly,,-4.5,14,7.7,30304,325,34,5,15,6.1,658|860|4094|6938|9935,BMPR1B|RUNX2|MAF|TCF12|MAFB,-1.3,0
1,-4.4,C0206762,M1,1,0,DisGeNET,35,"Limb Deformities, Congenital",,-4.4,45,11,30304,59,34,3,8.8,4.9,658|1750|6926,BMPR1B|DLX6|TBX3,-1.2,0
1,-4.3,C0020534,M1,1,0,DisGeNET,35,Orbital separation excessive,,-4.3,9.1,6.6,30304,590,34,6,18,6.5,860|4094|6909|6938|26040|64919,RUNX2|MAF|TBX2|TCF12|SETBP1|BCL11B,-1.2,0
1,-4.2,C0740404,M1,1,0,DisGeNET,35,Limb defects,,-4.2,41,11,30304,66,34,3,8.8,4.9,860|1750|6926,RUNX2|DLX6|TBX3,-1.2,0
1,-4.2,C2981150,M1,1,0,DisGeNET,35,Uranostaphyloschisis,,-4.2,19,8.2,30304,190,34,4,12,5.5,860|1750|6926|9935,RUNX2|DLX6|TBX3|MAFB,-1.2,0
1,-4.1,C1961099,M1,1,0,DisGeNET,35,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,-4.1,8.3,6.3,30304,644,34,6,18,6.5,860|5074|6935|9935|26040|64919,RUNX2|PAWR|ZEB1|MAFB|SETBP1|BCL11B,-1.1,0
1,-4,C1836542,M1,1,0,DisGeNET,35,Depressed nasal bridge,,-4,10,6.6,30304,426,34,5,15,6.1,860|4094|6660|6909|26040,RUNX2|MAF|SOX5|TBX2|SETBP1,-0.96,0
1,-3.9,C1853242,M1,1,0,DisGeNET,35,Midface retrusion,,-3.9,16,7.4,30304,228,34,4,12,5.5,860|4094|6938|26040,RUNX2|MAF|TCF12|SETBP1,-0.96,0
1,-3.9,C4021611,M1,1,0,DisGeNET,35,Abnormality of epiphysis morphology,,-3.9,31,9.4,30304,86,34,3,8.8,4.9,658|860|9935,BMPR1B|RUNX2|MAFB,-0.96,0
1,-3.9,C0376634,M1,1,0,DisGeNET,35,Craniofacial Abnormalities,,-3.9,15,7.3,30304,234,34,4,12,5.5,658|860|1750|26040,BMPR1B|RUNX2|DLX6|SETBP1,-0.93,0
1,-3.8,C0431904,M1,1,0,DisGeNET,35,Ulnar polydactyly of fingers,,-3.8,29,9,30304,92,34,3,8.8,4.9,658|6926|26040,BMPR1B|TBX3|SETBP1,-0.92,0
1,-3.6,C1306710,M1,1,0,DisGeNET,35,Facial asymmetry,,-3.6,25,8.2,30304,109,34,3,8.8,4.9,6660|6938|9935,SOX5|TCF12|MAFB,-0.84,0
1,-3.5,C0029231,M1,1,0,DisGeNET,35,"Organic Mental Disorders, Substance-Induced",,-3.5,23,8,30304,115,34,3,8.8,4.9,3983|65217|121601,ABLIM1|PCDH15|ANO4,-0.8,0
1,-3.5,C4316881,M1,1,0,DisGeNET,35,Prescription Drug Abuse,,-3.5,23,8,30304,115,34,3,8.8,4.9,3983|65217|121601,ABLIM1|PCDH15|ANO4,-0.8,0
1,-3.5,C0013222,M1,1,0,DisGeNET,35,Drug Use Disorders,,-3.5,22,7.8,30304,121,34,3,8.8,4.9,3983|65217|121601,ABLIM1|PCDH15|ANO4,-0.75,0
1,-3.4,C0685409,M1,1,0,DisGeNET,35,Congenital Camptodactyly,,-3.4,22,7.7,30304,123,34,3,8.8,4.9,6909|9935|26040,TBX2|MAFB|SETBP1,-0.75,0
1,-3.4,C0201976,M1,1,0,DisGeNET,35,"Creatinine measurement, serum (procedure)",,-3.4,22,7.7,30304,124,34,3,8.8,4.9,6660|6909|8537,SOX5|TBX2|BCAS1,-0.75,0
1,-3.4,C0236969,M1,1,0,DisGeNET,35,Substance-Related Disorders,,-3.4,21,7.6,30304,128,34,3,8.8,4.9,3983|65217|121601,ABLIM1|PCDH15|ANO4,-0.72,0
1,-3.4,C0018498,M1,1,0,DisGeNET,35,Hair Color,,-3.4,21,7.5,30304,130,34,3,8.8,4.9,8537|9586|55553,BCAS1|CREB5|SOX6,-0.71,0
1,-3.4,C0221354,M1,1,0,DisGeNET,35,Frontal bossing,,-3.4,11,6.1,30304,321,34,4,12,5.5,860|6660|6938|26040,RUNX2|SOX5|TCF12|SETBP1,-0.69,0
1,-3.3,C1849089,M1,1,0,DisGeNET,35,Broad forehead,,-3.3,20,7.4,30304,133,34,3,8.8,4.9,860|6938|26040,RUNX2|TCF12|SETBP1,-0.69,0
1,-3.3,C0158731,M1,1,0,DisGeNET,35,Congenital pectus carinatum,,-3.3,19,7.3,30304,138,34,3,8.8,4.9,6660|6909|6926,SOX5|TBX2|TBX3,-0.66,0
1,-3.3,C0008925,M1,1,0,DisGeNET,35,Cleft Palate,,-3.3,7.3,5.3,30304,611,34,5,15,6.1,860|1750|6909|6926|9935,RUNX2|DLX6|TBX2|TBX3|MAFB,-0.62,0
1,-3.2,C0428886,M1,1,0,DisGeNET,35,Mean blood pressure,,-3.2,18,7,30304,146,34,3,8.8,4.9,2028|6909|55553,ENPEP|TBX2|SOX6,-0.61,0
1,-3.1,C0011303,M1,1,0,DisGeNET,35,Demyelinating Diseases,,-3.1,17,6.8,30304,156,34,3,8.8,4.9,3394|5467|22926,IRF8|PPARD|ATF6,-0.54,0
1,-3.1,C0038580,M1,1,0,DisGeNET,35,Substance Dependence,,-3.1,17,6.8,30304,156,34,3,8.8,4.9,3983|65217|121601,ABLIM1|PCDH15|ANO4,-0.54,0
1,-3.1,C0026691,M1,1,0,DisGeNET,35,Mucocutaneous Lymph Node Syndrome,,-3.1,9.6,5.6,30304,370,34,4,12,5.5,3394|5467|6935|26040,IRF8|PPARD|ZEB1|SETBP1,-0.52,0
1,-3.1,C0702166,M1,1,0,DisGeNET,35,Acne,,-3.1,16,6.5,30304,167,34,3,8.8,4.9,5467|26040|84959,PPARD|SETBP1|UBASH3B,-0.47,0
1,-3,C0039538,M1,1,0,DisGeNET,35,Teratoma,,-3,16,6.4,30304,171,34,3,8.8,4.9,6935|6938|26040,ZEB1|TCF12|SETBP1,-0.45,0
1,-3,C0038868,M1,1,0,DisGeNET,35,Progressive supranuclear palsy,,-3,15,6.3,30304,176,34,3,8.8,4.9,860|6579|84959,RUNX2|SLCO1A2|UBASH3B,-0.43,0
1,-3,C0018798,M1,1,0,DisGeNET,35,Congenital Heart Defects,,-3,8.8,5.3,30304,406,34,4,12,5.5,3394|6909|6926|26040,IRF8|TBX2|TBX3|SETBP1,-0.41,0
1,-3,C1861324,M1,1,0,DisGeNET,35,Short philtrum,,-3,15,6.2,30304,182,34,3,8.8,4.9,860|26040|64919,RUNX2|SETBP1|BCL11B,-0.4,0
1,-2.9,C0740858,M1,1,0,DisGeNET,35,Substance abuse problem,,-2.9,14,6.2,30304,185,34,3,8.8,4.9,3983|65217|121601,ABLIM1|PCDH15|ANO4,-0.38,0
1,-2.9,C1858085,M1,1,0,DisGeNET,35,Malar flattening,,-2.9,14,6.1,30304,190,34,3,8.8,4.9,860|4094|26040,RUNX2|MAF|SETBP1,-0.35,0
1,-2.9,C0013170,M1,1,0,DisGeNET,35,Drug habituation,,-2.9,14,6,30304,196,34,3,8.8,4.9,3983|65217|121601,ABLIM1|PCDH15|ANO4,-0.33,0
1,-2.8,C0432072,M1,1,0,DisGeNET,35,Dysmorphic features,,-2.8,8.1,5,30304,439,34,4,12,5.5,6660|26040|55553|64919,SOX5|SETBP1|SOX6|BCL11B,-0.32,0
1,-2.8,C1865017,M1,1,0,DisGeNET,35,Thin upper lip vermilion,,-2.8,13,5.7,30304,211,34,3,8.8,4.9,4094|26040|64919,MAF|SETBP1|BCL11B,-0.29,0
1,-2.8,C0018784,M1,1,0,DisGeNET,35,Sensorineural Hearing Loss (disorder),,-2.8,5.7,4.5,30304,783,34,5,15,6.1,860|1750|4094|9935|65217,RUNX2|DLX6|MAF|MAFB|PCDH15,-0.29,0
1,-2.7,C0020608,M1,1,0,DisGeNET,35,Hypodontia,,-2.7,12,5.6,30304,218,34,3,8.8,4.9,860|6926|64919,RUNX2|TBX3|BCL11B,-0.26,0
1,-2.7,C0038586,M1,1,0,DisGeNET,35,Substance Use Disorders,,-2.7,12,5.6,30304,218,34,3,8.8,4.9,3983|65217|121601,ABLIM1|PCDH15|ANO4,-0.26,0
1,-2.7,C0019294,M1,1,0,DisGeNET,35,"Hernia, Inguinal",,-2.7,12,5.5,30304,225,34,3,8.8,4.9,6926|6935|26040,TBX3|ZEB1|SETBP1,-0.24,0
1,-2.7,C0079772,M1,1,0,DisGeNET,35,T-Cell Lymphoma,,-2.7,7.4,4.7,30304,485,34,4,12,5.5,1750|4094|6935|64919,DLX6|MAF|ZEB1|BCL11B,-0.24,0
1,-2.7,C0235480,M1,1,0,DisGeNET,35,Paroxysmal atrial fibrillation,,-2.7,12,5.5,30304,226,34,3,8.8,4.9,6660|6926|9586,SOX5|TBX3|CREB5,-0.24,0
1,-2.7,C0010278,M1,1,0,DisGeNET,35,Craniosynostosis,,-2.7,7.3,4.7,30304,488,34,4,12,5.5,860|6938|55553|64919,RUNX2|TCF12|SOX6|BCL11B,-0.24,0
1,-2.7,C0239234,M1,1,0,DisGeNET,35,Low set ears,,-2.7,7.3,4.7,30304,489,34,4,12,5.5,4094|6660|6909|26040,MAF|SOX5|TBX2|SETBP1,-0.24,0
1,-2.7,C1854882,M1,1,0,DisGeNET,35,Absent speech,,-2.7,12,5.4,30304,232,34,3,8.8,4.9,6660|26040|64919,SOX5|SETBP1|BCL11B,-0.22,0
1,-2.6,C0039585,M1,1,0,DisGeNET,35,Androgen-Insensitivity Syndrome,,-2.6,11,5.2,30304,247,34,3,8.8,4.9,860|26040|55553,RUNX2|SETBP1|SOX6,-0.18,0
1,-2.6,C1510472,M1,1,0,DisGeNET,35,Drug Dependence,,-2.6,11,5.2,30304,248,34,3,8.8,4.9,3983|65217|121601,ABLIM1|PCDH15|ANO4,-0.17,0
1,-2.6,C0024131,M1,1,0,DisGeNET,35,Lupus Vulgaris,,-2.6,6.8,4.5,30304,526,34,4,12,5.5,5467|6935|22926|84959,PPARD|ZEB1|ATF6|UBASH3B,-0.17,0
